id;englishTitle;japaneseTitle;startDate;endDate;year;subtype;status;posterImage;episodeCount;episodeLength;totalLength
517;Ultra B;ウルトラ B;05/04/1987;27/03/1989;1987;TV;finished;https://media.kitsu.io/anime/poster_images/6099/small.jpg?1408457439;119;10;1190
518;Kimagure Orange☆Road;きまぐれオレンジ☆ロード;06/04/1987;07/03/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/972/small.jpg?1597697691;48;25;1200
519;City Hunter;シティーハンター;06/04/1987;28/03/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/1316/small.jpg?1597697260;51;25;1275
520;Geragera Boes Monogatari;げらげらブース物語;07/04/1987;29/03/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/2569/small.jpg?1460390378;52;24;1248
521;Esper Mami;エスパー魔美;07/04/1987;26/10/1989;1987;TV;finished;https://media.kitsu.io/anime/poster_images/2731/small.jpg?1408447561;119;24;2856
522;Akai Koudan Zillion;赤い光弾ジリオン;12/04/1987;13/12/1987;1987;TV;finished;https://media.kitsu.io/anime/poster_images/2450/small.jpg?1408446733;31;0;36
523;Bionic Six;Unknown;19/04/1987;16/11/1987;1987;TV;finished;https://media.kitsu.io/anime/poster_images/12301/small.jpg?1467931426;65;25;1625
524;Mama Ohanashi Kikasete;ママお話きかせて;09/05/1987;19/09/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/9429/small.jpg?1597691616;15;8;120
525;Machine Robo: Butchigiri Battle Hackers;マシンロボ ぶっちぎりバトルハッカーズ;03/06/1987;30/12/1987;1987;TV;finished;https://media.kitsu.io/anime/poster_images/7376/small.jpg?1408461142;31;25;775
526;Transformers Headmasters;トランスフォーマー・ザ・ヘッドマスターズ;03/07/1987;28/03/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/823/small.jpg?1597691477;35;23;805
527;Slippy Dandy;SLIPPY DANDY;06/08/1987;03/09/1987;1987;TV;finished;https://media.kitsu.io/anime/poster_images/10007/small.jpg?1460247262;4;2;8
528;Sanrio Anime Sekai Meisaku Gekijou;サンリオ・アニメ世界名作劇場;19/09/1987;12/12/1987;1987;TV;finished;https://media.kitsu.io/anime/poster_images/3417/small.jpg?1597698874;13;11;143
529;Cream Lemon: Lemon Angel;りぃむレモン　レモンエンジェル;01/10/1987;24/12/1987;1987;TV;finished;https://media.kitsu.io/anime/poster_images/2856/small.jpg?1408447991;37;3;111
530;Oraa Guzura Dado (1987);おらぁグズラだど;02/10/1987;20/09/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/6623/small.jpg?1486236641;44;30;1320
531;Norakuro-kun;のらくろクン;04/10/1987;02/10/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/7419/small.jpg?1408461261;50;25;1250
532;Agigongryong Doolie;아기공룡 둘리;07/10/1987;07/10/1987;1987;TV;finished;https://media.kitsu.io/anime/poster_images/7578/small.jpg?1408461799;6;15;90
533;Mister Ajikko;ミスター味っ子;08/10/1987;28/09/1989;1987;TV;finished;https://media.kitsu.io/anime/poster_images/3010/small.jpg?1408448417;99;0;63
534;Anime Sanjuushi;アニメ三銃士;09/10/1987;17/02/1989;1987;TV;finished;https://media.kitsu.io/anime/poster_images/2113/small.jpg?1597691720;52;25;1300
535;Tsuideni Tonchinkan;ついでにとんちんかん;10/10/1987;01/10/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/4784/small.jpg?1408453501;43;25;1075
536;Bikkuriman;ビックリマン;11/10/1987;02/04/1989;1987;TV;finished;https://media.kitsu.io/anime/poster_images/3340/small.jpg?1571703403;75;24;1800
537;Manga Nihon Keizai Nyuumon;マンガ日本経済入門;13/10/1987;29/03/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/6307/small.jpg?1408458031;25;25;625
538;Kamen no Ninja Akakage;仮面の忍者赤影;13/10/1987;22/03/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/7025/small.jpg?1408460087;23;23;529
539;Lady Lady!!;レディレディ！！;21/10/1987;23/03/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/2018/small.jpg?1408445534;21;23;483
540;Grimm Masterpiece Theater;グリム名作劇場;21/10/1987;30/03/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/8210/small.jpg?1408463875;24;0;33
541;Gutchonpa Omoshiro Hanashi;グッチョンパおもしろ話;05/11/1987;04/11/1988;1987;TV;finished;https://media.kitsu.io/anime/poster_images/9292/small.jpg?1597691615;5;8;40
542;Cheonbangjichuk Hani;천방지축 하니;01/01/1988;01/01/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/9733/small.jpg?1412845058;13;20;260
543;Nikoniko, Pun;にこにこ、ぷん;01/01/1988;01/01/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/9907/small.jpg?1413322583;40;9;360
544;Shoukoushi Cedie;小公子セディ;10/01/1988;25/12/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/2320/small.jpg?1408446404;43;23;24
545;Tatakae!! Ramenman;闘将!!拉麺男;10/01/1988;11/09/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/3605/small.jpg?1408450137;35;23;36
546;Lemon Angel (1988);レモンエンジェル;03/02/1988;30/03/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/2889/small.jpg?1408448075;9;3;27
547;Gegege no Kitarou: Jigoku-hen;ゲゲゲの鬼太郎　地獄編;08/02/1988;21/03/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/5223/small.jpg?1408454713;7;25;175
548;Osomatsu-kun (1988);おそ松くん;13/02/1988;30/12/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/5920/small.jpg?1597698584;86;24;2064
549;Sakigake!! Otokojuku;魁!!男塾;25/02/1988;14/11/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/7777/small.jpg?1597697907;34;24;816
550;Tsurupika Hagemaru-kun;つるピカハゲ丸くん;03/03/1988;30/08/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/4293/small.jpg?1408452129;59;24;1416
551;F;Ｆ-エフ;09/03/1988;23/12/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/4400/small.jpg?1450577961;31;0;37
552;Moeru! Oniisan;燃える！お兄さん;14/03/1988;19/09/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/4408/small.jpg?1486236326;24;24;576
553;Kiteretsu Daihyakka;キテレツ大百科;27/03/1988;09/06/1996;1988;TV;finished;https://media.kitsu.io/anime/poster_images/4586/small.jpg?1408452957;331;25;8275
554;City Hunter 2;シティーハンター2;02/04/1988;14/07/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/1317/small.jpg?1597697191;63;25;1575
555;Shin Manga Naruhodo Monogatari;新まんがなるほど物語;02/04/1988;28/01/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/41201/small.jpg?1523312357;40;20;800
556;Doctor Chichibuyama;ドクター秩父山;03/04/1988;31/07/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/7802/small.jpg?1408462474;2;30;60
557;Meisaku World;めいさくわーるど/むかしばなし(アニメ);04/04/1988;23/03/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/10594/small.jpg?1424194144;39;25;975
558;Dondon Domeru to Ron;どんどんドメルとロン;05/04/1988;27/03/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/2568/small.jpg?1408447034;52;25;1300
559;Sekai Meisaku Douwa Series;世界名作童話シリーズ;07/04/1988;28/04/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/10595/small.jpg?1424194151;4;25;100
560;Ikinari Dagon;いきなりダゴン;09/04/1988;25/06/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/9339/small.jpg?1412322880;12;25;300
561;Shin Pro Golfer Saru;新プロゴルファー猿;11/04/1988;13/06/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/7637/small.jpg?1408461955;10;20;200
562;Transformers: Choujin Master Force;トランスフォーマー・超神マスターフォース;12/04/1988;07/03/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/822/small.jpg?1597690950;47;24;1128
563;Chouon Senshi Borgman;超音戦士ボーグマン;13/04/1988;21/12/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/2741/small.jpg?1468385091;35;0;37
564;Mashin Eiyuuden Wataru;魔神英雄伝ワタル;15/04/1988;31/03/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/3289/small.jpg?1408449275;45;0;37
565;What's Michael? (TV);ホワッツマイケル?;15/04/1988;28/03/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/6651/small.jpg?1408459017;45;25;1125
566;Topo Gigio;帰って来た　トッポ・ジージョ;27/04/1988;21/09/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/3696/small.jpg?1486237142;21;26;546
567;Yoroiden Samurai Troopers;鎧伝サムライトルーパー;30/04/1988;04/03/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/1139/small.jpg?1518320471;39;23;897
568;Agigongryong Doolie (1988);아기공룡 둘리;05/05/1988;05/05/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/7577/small.jpg?1408461796;7;15;105
569;Hello! Lady Lynn;ハロー! レディリン;12/05/1988;26/01/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/2181/small.jpg?1408446002;36;20;720
570;Tekken Chinmi;鉄拳チンミ;02/07/1988;24/12/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/3729/small.jpg?1584096639;20;23;24
571;Lemon Angel (1988/II);レモンエンジェル;07/07/1988;01/09/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/2890/small.jpg?1408448078;8;0;3
572;Biriken;ビリ犬;11/07/1988;03/04/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/5369/small.jpg?1486237185;32;13;416
573;Dallyeola Hani;달려라 하니;14/08/1988;20/11/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/7580/small.jpg?1408461804;13;28;364
574;Grimm Masterpiece Theater II;新グリム名作劇場;02/10/1988;26/03/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/3439/small.jpg?1408449679;23;20;460
575;Yumemiru Topo Gigio;夢見るトッポ・ジージョ;07/10/1988;30/12/1988;1988;TV;finished;https://media.kitsu.io/anime/poster_images/3713/small.jpg?1597692291;13;26;338
576;Himitsu no Akko-chan 2;ひみつのアッコちゃん２;09/10/1988;24/12/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/3290/small.jpg?1597692183;61;24;1464
577;Hai! Akko Desu;ハーイあっこです;12/10/1988;26/03/1992;1988;TV;finished;https://media.kitsu.io/anime/poster_images/4139/small.jpg?1408451664;164;25;4100
578;Oishinbo;美味しんぼ;17/10/1988;17/03/1992;1988;TV;finished;https://media.kitsu.io/anime/poster_images/978/small.jpg?1602522832;136;23;3128
579;Meimon! Daisan Yakyuubu;名門！第三野球部;20/10/1988;29/09/1989;1988;TV;finished;https://media.kitsu.io/anime/poster_images/3476/small.jpg?1408449784;40;24;960
580;2020 Nyeon Ujuui Wonder Kiddy;2020년 우주의 원더키디;01/01/1989;01/01/1989;1989;TV;finished;https://media.kitsu.io/anime/poster_images/7493/small.jpg?1597690746;13;24;312
581;Obocchama-kun;おぼっちゃまくん;14/01/1989;26/09/1992;1989;TV;finished;https://media.kitsu.io/anime/poster_images/9501/small.jpg?1597691115;164;25;4100
582;Peter Pan no Bouken;ピーターパンの冒険;15/01/1989;24/12/1989;1989;TV;finished;https://media.kitsu.io/anime/poster_images/1473/small.jpg?1597691417;41;23;943
583;Manga Hajimete Omoshiro Juku;まんがはじめて面白塾;04/02/1989;27/04/1991;1989;TV;finished;https://media.kitsu.io/anime/poster_images/6052/small.jpg?1597690873;110;25;2750
584;Chinpui;チンプイ;11/02/1989;18/04/1991;1989;TV;finished;https://media.kitsu.io/anime/poster_images/4331/small.jpg?1408452226;56;25;1400
585;Juushin Liger;獣神ライガー;11/03/1989;27/01/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/3475/small.jpg?1408449781;43;25;1075
586;Transformers Victory;トランスフォーマー・ビクトリー;14/03/1989;19/12/1989;1989;TV;finished;https://media.kitsu.io/anime/poster_images/824/small.jpg?1408442377;44;23;1012
587;Miracle Giants Doumu-kun;ミラクル・ジャイアンツ童夢くん;02/04/1989;25/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/4026/small.jpg?1408451350;49;0;45
588;Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak;小さなアヒルの大きな愛の物語 あひるのクワック;03/04/1989;29/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2567/small.jpg?1597697976;52;23;1196
589;Idol Densetsu Eriko;アイドル伝説えり子;03/04/1989;26/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2661/small.jpg?1597691967;51;0;36
590;Tenkuu Senki Shurato;天空戦記シュラト;06/04/1989;25/01/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/1912/small.jpg?1408445254;38;24;912
591;Madou King Granzort;魔動王グランゾート;07/04/1989;02/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2572/small.jpg?1486236584;41;24;984
592;Aoi Blink;青いブリンク;07/04/1989;16/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/3154/small.jpg?1408448924;39;23;25
593;Shin Bikkuriman;新ビックリマン;09/04/1989;26/08/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/5922/small.jpg?1597691026;72;25;1800
594;Biriken Nandemo Shoukai;ビリ犬なんでも商会;10/04/1989;18/09/1989;1989;TV;finished;https://media.kitsu.io/anime/poster_images/5370/small.jpg?1408455218;22;25;550
595;Ranma ½;らんま1/2;15/04/1989;25/09/1992;1989;TV;finished;https://media.kitsu.io/anime/poster_images/186/small.jpg?1597697415;161;24;3864
596;Akuma-kun;悪魔くん;15/04/1989;24/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/8501/small.jpg?1408464619;42;25;1050
597;Dragon Ball Z;ドラゴンボールZ;26/04/1989;31/01/1996;1989;TV;finished;https://media.kitsu.io/anime/poster_images/720/small.jpg?1597696835;291;24;6984
598;AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series;あいうえお・アニメ世界の童話 イソップ物語アニメシリーズ;05/06/1989;05/12/1989;1989;TV;finished;https://media.kitsu.io/anime/poster_images/8945/small.jpg?1409743597;26;24;624
599;Easy Cooking Animation: Seishun no Shokutaku;EASY COOKING ANIMATION セイシュンの食卓;05/07/1989;31/01/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/8975/small.jpg?1597691247;25;3;75
600;Konchuu Monogatari Minashigo Hutch (1989);昆虫物語みなしごハッチ;21/07/1989;31/08/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/5210/small.jpg?1408454678;55;25;1375
601;Parasol Henbei;パラソルヘンべえ;02/10/1989;28/01/1991;1989;TV;finished;https://media.kitsu.io/anime/poster_images/5050/small.jpg?1486237118;200;10;2000
602;Momotarou Densetsu;桃太郎伝説;02/10/1989;01/10/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/6530/small.jpg?1408458658;51;22;1122
603;Dash! Yonkurou;ダッシュ！四駆郎;03/10/1989;27/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2808/small.jpg?1597691982;25;0;33
604;Gaki Deka;がきデカ;06/10/1989;26/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/9823/small.jpg?1597691234;22;24;528
605;Jungle Book Shounen Mowgli;ジャングルブック・少年モーグリ;09/10/1989;29/10/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2334/small.jpg?1597690899;52;0;55
606;Mahoutsukai Sally 2;魔法使いサリー２;09/10/1989;22/12/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/3315/small.jpg?1408449344;88;20;1760
607;Kidou Keisatsu Patlabor: On Television;機動警察パトレイバー ON TELEVISION;11/10/1989;26/09/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/291/small.jpg?1597697423;47;24;1128
608;Jungle Taitei (1989);ジャングル大帝;12/10/1989;11/10/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2321/small.jpg?1594792317;52;30;1560
609;Seton Doubutsuki;シートン動物記;14/10/1989;22/12/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/5140/small.jpg?1408454468;45;25;1125
610;City Hunter 3;シティーハンター3;15/10/1989;21/01/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/1318/small.jpg?1408443714;13;24;312
611;Yawara!;YAWARA!;16/10/1989;21/09/1992;1989;TV;finished;https://media.kitsu.io/anime/poster_images/632/small.jpg?1597698113;124;25;3100
612;Warau Salesman;笑ゥせぇるすまん;17/10/1989;29/09/1992;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2775/small.jpg?1565619851;103;10;1030
613;Kariage-kun;かりあげクン;17/10/1989;21/12/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/9366/small.jpg?1412323056;59;25;1475
614;Magical Hat;まじかるハット;18/10/1989;06/07/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/7340/small.jpg?1408461034;33;25;825
615;Time Travel Tondekeman!;たいむとらぶる トンデケマン!;19/10/1989;26/08/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2574/small.jpg?1408447049;39;23;897
616;Wrestler Gundan Seisenshi Robin Jr.;レスラー軍団＜銀河編＞ 聖戦士ロビンＪｒ．;19/10/1989;27/09/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/4965/small.jpg?1408453973;50;25;1250
617;Komatsu Sakyo Anime Gekijou;小松左京アニメ劇場;19/10/1989;29/03/1990;1989;TV;finished;https://media.kitsu.io/anime/poster_images/9133/small.jpg?1411295607;24;5;120
618;Dragon Quest: Abel Yuusha Densetsu;ドラゴンクエスト～勇者アベル伝説～;02/12/1989;05/04/1991;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2573/small.jpg?1597691889;43;24;1032
619;Teki wa Kaizoku: Neko-tachi no Kyouen;敵は海賊 ～猫たちの饗宴～;26/12/1989;31/12/1989;1989;TV;finished;https://media.kitsu.io/anime/poster_images/2442/small.jpg?1491962297;6;30;180
620;Yeongsimi;영심이;01/01/1990;01/01/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/9956/small.jpg?1413322973;13;24;312
621;Watashi no Ashinaga Ojisan;私のあしながおじさん;04/01/1990;23/12/1990;1990;TV;finished;https://media.kitsu.io/anime/poster_images/1229/small.jpg?1597697662;40;23;920
622;Heisei Tensai Bakabon;平成天才バカボン;06/01/1990;29/12/1990;1990;TV;finished;https://media.kitsu.io/anime/poster_images/8996/small.jpg?1410010149;46;25;1150
623;Chibi Maruko-chan;ちびまる子ちゃん;07/01/1990;27/09/1992;1990;TV;finished;https://media.kitsu.io/anime/poster_images/843/small.jpg?1597697744;142;23;3266
624;Tsuruhime Ja!;つる姫じゃ～っ！;09/01/1990;25/12/1990;1990;TV;finished;https://media.kitsu.io/anime/poster_images/5624/small.jpg?1408455983;49;24;1176
625;Kyattou Ninden Teyandee;キャッ党忍伝てやんでえ;01/02/1990;12/02/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/1136/small.jpg?1518142375;54;23;139
626;Yuusha Exkaiser;勇者エクスカイザー;03/02/1990;26/01/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/2937/small.jpg?1446587476;48;24;1152
627;Mashin Eiyuuden Wataru 2;魔神英雄伝ワタル2;09/03/1990;08/03/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/3797/small.jpg?1408450673;46;0;38
628;Idol Tenshi Youkoso Youko;アイドル天使ようこそようこ;02/04/1990;04/02/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/3853/small.jpg?1408450834;43;20;860
629;Eigo de Asobo: Tanken Goblin Tou;英語であそぼ たんけんゴブリン島;02/04/1990;29/03/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/9256/small.jpg?1597691201;100;25;2500
630;NG Knight Ramune & 40;NG騎士ラムネ＆４０;06/04/1990;04/01/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/1883/small.jpg?1597697800;38;22;836
631;Tanoshii Moomin Ikka;楽しいムーミン一家;12/04/1990;03/10/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/1946/small.jpg?1597697390;78;24;1872
632;Fushigi no Umi no Nadia;ふしぎの海のナディア;13/04/1990;12/04/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/1126/small.jpg?1597697697;39;25;975
633;Mouretsu Atarou (1990);もーれつア太郎 (1990);21/04/1990;22/12/1990;1990;TV;finished;https://media.kitsu.io/anime/poster_images/6719/small.jpg?1597691240;34;24;816
634;Gatapishi;ガタピシ;23/04/1990;29/03/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/8985/small.jpg?1410010067;199;10;1990
635;Mahou no Angel Sweet Mint;魔法のエンジェル スイートミント;02/05/1990;27/03/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/1839/small.jpg?1408445058;47;23;1081
636;Karasu Tengu Kabuto;カラス天狗カブト;29/07/1990;30/06/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/2032/small.jpg?1408445572;39;25;975
637;Robin Hood no Daibouken;ロビンフッドの大冒険;29/07/1990;28/10/1992;1990;TV;finished;https://media.kitsu.io/anime/poster_images/2308/small.jpg?1408446373;52;25;1300
638;Narara Superboard;날아라 슈퍼보드;21/08/1990;11/01/2002;1990;TV;finished;https://media.kitsu.io/anime/poster_images/12176/small.jpg?1463742101;54;22;1188
639;Magical★Taruruuto-kun;まじかる☆タルるートくん;09/09/1990;10/05/1992;1990;TV;finished;https://media.kitsu.io/anime/poster_images/4027/small.jpg?1408451353;87;20;1740
640;Karakuri Kengou Den Musashi Lord;からくり剣豪伝ムサシロード;03/10/1990;25/09/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/5185/small.jpg?1408454597;50;30;1500
641;RPG Densetsu Hepoi;RPG伝説ヘポイ;06/10/1990;28/09/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/5590/small.jpg?1408455885;50;25;1250
642;Peach Command Shin Momotarou Densetsu;PEACH COMMAND 新桃太郎伝説;08/10/1990;01/04/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/12396/small.jpg?1468857256;24;25;600
643;Happyakuyachou Hyouri Kewaishi;八百八町表裏 化粧師;09/10/1990;30/04/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/6534/small.jpg?1597691043;16;10;160
644;Sanchoume no Yuuhi;三丁目の夕日;12/10/1990;21/09/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/9565/small.jpg?1597691181;27;25;675
645;Mitsume ga Tooru;三つ目がとおる;18/10/1990;26/09/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/4011/small.jpg?1408451311;48;24;1152
646;Edokko Boy: Gatten Tasuke;江戸っ子ボーイ がってん太助;19/10/1990;22/03/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/5579/small.jpg?1408455851;22;25;550
647;Pygmalio;ピグマリオ;05/11/1990;16/09/1991;1990;TV;finished;https://media.kitsu.io/anime/poster_images/3241/small.jpg?1408449155;39;24;936
648;Ochame na Futago: Claire Gakuin Monogatari;おちゃめな双子　－クレア学院物語－;05/01/1991;02/11/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/2335/small.jpg?1408446441;26;25;650
649;Ore wa Chokkaku;おれは直角;05/01/1991;12/10/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/9515/small.jpg?1597691045;36;30;1080
650;Kingyo Chuuihou!;きんぎょ注意報！;12/01/1991;29/02/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/655/small.jpg?1408441986;54;23;48
651;Trapp Ikka Monogatari;トラップ 一家 物語;13/01/1991;28/12/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/2322/small.jpg?1597697631;40;23;920
652;O-bake no... Holly;おばけの…　ホーリー;28/01/1991;12/04/1993;1991;TV;finished;https://media.kitsu.io/anime/poster_images/5577/small.jpg?1408455844;200;5;1000
653;Ningyohime Marina no Bouken;人魚姫 マリーナの冒険;02/02/1991;27/07/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/2850/small.jpg?1408447977;26;25;650
654;Taiyou no Yuusha Fighbird;太陽の勇者ファイバード;02/02/1991;01/02/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/3665/small.jpg?1441927648;48;0;41
655;Getter Robo Go;ゲッターロボ號;11/02/1991;27/01/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/4039/small.jpg?1597696571;50;24;1200
656;Kinkyuu Hasshin Saver Kids;緊急発進セイバーキッズ;19/02/1991;18/02/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/3654/small.jpg?1408450264;50;25;1250
657;Future GPX Cyber Formula;新世紀ＧＰＸサイバーフォーミュラ;15/03/1991;20/12/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/1244/small.jpg?1408443522;37;0;38
658;Otenki Boys;おてんきボーイズ;01/04/1991;27/09/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/10592/small.jpg?1424194134;30;4;120
659;Futari wa Nakayoshi: Goo to Sue;ふたりはなかよし グーとスー;01/04/1991;01/02/1994;1991;TV;finished;https://media.kitsu.io/anime/poster_images/10658/small.jpg?1424857891;84;1;84
660;Zettai Muteki Raijin-Oh;絶対無敵ライジンオー;03/04/1991;25/03/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/1707/small.jpg?1408444717;51;0;44
661;Jankenman;ジャンケンマン;04/04/1991;26/03/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/4961/small.jpg?1408453964;51;25;1275
662;Kikou Keisatsu Metal Jack;機甲警察 メタルジャック;08/04/1991;23/12/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/2930/small.jpg?1408448192;37;23;851
663;Dororonpa!;どろろんぱっ！;08/04/1991;27/09/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/9250/small.jpg?1597691165;115;0;29
664;Ekubo Ouji;えくぼおうじ;08/04/1991;28/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/10593/small.jpg?1597691609;50;2;100
665;Chiisana Obake Acchi, Kocchi, Socchi;小さなおばけ アッチ・ソッチ・コッチ;09/04/1991;07/04/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/8969/small.jpg?1410009949;50;25;1250
666;Shounen Ashibe (TV);少年アシベ;11/04/1991;28/12/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/5502/small.jpg?1597684105;37;25;925
667;High School Mystery: Gakuen Nanafushigi;ハイスクールミステリー 学園七不思議;12/04/1991;13/03/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/5919/small.jpg?1597690972;41;25;1025
668;Anime Himitsu no Hanazono;アニメ ひみつの花園;19/04/1991;27/03/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/2565/small.jpg?1408447026;39;25;975
669;City Hunter '91;シティーハンター'91;28/04/1991;10/10/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/1319/small.jpg?1408443717;13;23;299
670;21 Emon;21エモン;02/05/1991;26/03/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/4209/small.jpg?1408451881;39;25;975
671;Oh! My Konbu;OH!MYコンブ;04/05/1991;28/09/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/9503/small.jpg?1597690901;22;25;550
